Date,Plant_ID,Production_Volume,Defect_Rate,CO2_Emissions_kg,Delivery_OnTime_%,Customer_NPS,Inventory_Level
2023-01-25,PLT009,1451,0.97,4928,80.39,18,18720
2023-01-26,PLT009,2076,3.44,1956,84.53,21,9123
2023-01-27,PLT009,1538,2.55,1948,94.19,25,5730
2023-01-28,PLT009,1136,1.89,1567,86.02,80,7185
2023-01-29,PLT009,1897,1.68,5589,98.4,40,5238
2023-01-30,PLT009,3002,3.35,3362,94.25,42,9455
2023-01-31,PLT009,2903,0.96,3302,85.8,16,6924
2023-02-01,PLT009,2359,1.3,4931,90.33,12,10796
2023-02-02,PLT009,3056,1.28,1627,93.34,29,13382
2023-02-03,PLT009,2107,1.22,5325,83.87,14,16574
2023-02-04,PLT009,2291,1.8,2767,84.92,76,10039
2023-02-05,PLT009,2906,3.47,5510,90.14,47,7566
2023-02-06,PLT009,2121,3.14,2542,98.5,88,14623
2023-02-07,PLT009,2294,1.35,5238,86.88,65,19353
2023-02-08,PLT009,1272,1.65,1867,88.04,32,15086
2023-02-09,PLT009,2420,2.44,4104,83.81,11,18852
2023-02-10,PLT009,3148,0.35,4140,91.86,30,18462
2023-02-11,PLT009,1748,2.92,1558,94.8,87,5456
2023-02-12,PLT009,3456,3.12,5756,88.81,23,5109
2023-02-13,PLT009,2245,3.04,1602,95.0,71,17909
2023-02-14,PLT009,3222,1.5,2285,86.05,20,5930
2023-02-15,PLT009,3158,1.78,5778,94.14,13,11703
2023-02-16,PLT009,1403,0.34,5445,85.17,56,15308
2023-02-17,PLT009,1602,1.58,3946,95.61,29,18281
2023-02-18,PLT009,2989,1.77,2456,96.61,61,4622
2023-02-19,PLT009,1214,3.2,4202,95.95,25,6337
2023-02-20,PLT009,3276,3.16,1936,84.31,54,14122
2023-02-21,PLT009,1940,3.39,3865,93.88,17,14936
2023-02-22,PLT009,1182,3.13,1996,90.77,71,5258
2023-02-23,PLT009,1157,0.33,2866,99.72,93,10300
2023-02-24,PLT009,1474,2.35,4365,87.23,30,8501
2023-02-25,PLT009,1473,0.52,3351,95.43,73,11840
2023-02-26,PLT009,1942,1.17,2522,87.4,39,17816
2023-02-27,PLT009,2452,2.15,4630,87.94,45,18023
2023-02-28,PLT009,1322,2.54,4344,82.22,14,11289
2023-03-01,PLT009,2389,2.39,2989,84.79,94,14160
2023-03-02,PLT009,2296,0.46,3834,83.29,47,15487
2023-03-03,PLT009,1657,0.63,5932,83.18,28,6023
2023-03-04,PLT009,2004,0.71,4889,80.18,83,4876
2023-03-05,PLT009,2474,0.59,1702,95.88,36,11190
2023-03-06,PLT009,3371,0.87,1730,89.36,22,14436
2023-03-07,PLT009,1328,2.5,5134,96.08,18,6526
2023-03-08,PLT009,2921,2.96,4628,92.25,26,18620
2023-03-09,PLT009,1103,1.61,4191,96.63,53,15781
2023-03-10,PLT009,3143,2.52,4991,90.08,54,16595
2023-03-11,PLT009,3232,0.94,4462,81.88,51,12536
2023-03-12,PLT009,2892,3.41,3827,92.34,60,7672
2023-03-13,PLT009,3143,1.42,4284,93.56,92,15260
2023-03-14,PLT009,1206,3.01,2303,92.53,67,19326
2023-03-15,PLT009,2587,3.33,5861,96.03,67,5913
2023-03-16,PLT009,913,3.07,5223,94.63,39,6445
2023-03-17,PLT009,2760,0.51,4401,88.65,14,12976
2023-03-18,PLT009,2861,2.38,1675,96.38,17,5487
2023-03-19,PLT009,1980,0.68,2944,93.84,46,8891
2023-03-20,PLT009,1622,0.32,5503,82.41,56,16040
2023-03-21,PLT009,1679,0.47,5032,90.8,54,9234
2023-03-22,PLT009,2133,3.23,5849,94.57,14,18971
2023-03-23,PLT009,1428,3.21,3043,91.07,72,4449
2023-03-24,PLT009,1697,1.02,3654,98.98,56,19107
2023-03-25,PLT009,1243,2.05,3605,82.03,34,5427
2023-03-26,PLT009,2202,3.36,4913,94.45,59,19016
2023-03-27,PLT009,1108,1.89,4861,96.49,54,6595
2023-03-28,PLT009,1540,1.56,5679,94.05,39,6276
2023-03-29,PLT009,2211,1.85,2640,87.71,57,9765
2023-03-30,PLT009,3199,2.83,3261,87.71,60,12435
2023-03-31,PLT009,3218,1.83,3440,91.73,64,6112
2023-04-01,PLT009,2847,2.81,3306,87.94,64,15500
2023-04-02,PLT009,1819,1.68,4673,97.66,55,13137
2023-04-03,PLT009,2623,1.11,2156,82.2,40,18271
2023-04-04,PLT009,2944,1.34,4003,92.78,43,5026
2023-04-05,PLT009,1318,0.55,2158,82.68,83,13715
2023-04-06,PLT009,2649,1.89,4338,90.8,77,15300
2023-04-07,PLT009,2288,0.77,5736,94.31,42,7692
2023-04-08,PLT009,1999,2.9,3953,83.31,65,7049
2023-04-09,PLT009,3380,1.65,2554,94.08,67,15513
2023-04-10,PLT009,3056,2.75,4541,82.8,66,10146
2023-04-11,PLT009,2445,3.35,5503,92.41,26,15498
2023-04-12,PLT009,1970,3.02,3838,90.11,20,11584
2023-04-13,PLT009,3326,3.34,1610,85.96,80,11098
2023-04-14,PLT009,2750,2.12,3218,82.23,90,19610
2023-04-15,PLT009,2019,0.83,5791,94.72,26,16430
2023-04-16,PLT009,1857,3.29,1625,87.64,19,9879
2023-04-17,PLT009,1002,3.08,1761,81.73,35,17367
2023-04-18,PLT009,2069,3.07,4434,95.46,15,12252
2023-04-19,PLT009,2803,2.52,3702,84.66,90,18403
2023-04-20,PLT009,2655,2.3,3104,94.73,25,16366
2023-04-21,PLT009,3477,0.35,5703,91.3,13,15590
2023-04-22,PLT009,1578,2.69,3582,83.89,71,14606
2023-04-23,PLT009,2868,0.59,5442,81.53,93,9053
2023-04-24,PLT009,1888,1.13,2154,91.86,73,15970
2023-04-25,PLT009,2005,2.06,3963,80.5,65,7606
2023-04-26,PLT009,3375,1.75,1784,81.31,84,10669
2023-04-27,PLT009,2507,0.35,4065,94.04,32,4389
2023-04-28,PLT009,2402,2.94,5301,90.78,42,19648
2023-04-29,PLT009,2689,3.11,1526,86.53,40,8616
2023-04-30,PLT009,2085,2.48,3774,90.78,16,13867
2023-05-01,PLT009,1831,2.03,5367,91.83,14,13969
2023-05-02,PLT009,2325,3.37,5472,91.31,46,4252
2023-05-03,PLT009,1961,0.68,3091,92.85,10,12052
2023-05-04,PLT009,2878,2.66,4881,98.81,79,7166
2023-05-05,PLT009,3458,0.71,2628,87.78,54,13906
2023-05-06,PLT009,3340,1.52,5613,86.02,56,14242
2023-05-07,PLT009,2942,2.17,3636,80.77,77,4695
2023-05-08,PLT009,3441,2.66,1656,82.94,39,14285
2023-05-09,PLT009,2178,0.31,2789,82.12,90,9923
2023-05-10,PLT009,2102,1.13,3681,86.71,69,8748
2023-05-11,PLT009,3494,2.02,4011,92.2,33,14764
2023-05-12,PLT009,1493,2.01,3271,80.93,40,11865
2023-05-13,PLT009,3336,2.34,2655,94.55,37,5505
2023-05-14,PLT009,2321,1.27,4288,87.95,54,15860
2023-05-15,PLT009,3105,2.03,4476,99.27,13,16705
2023-05-16,PLT009,1927,0.91,4999,91.37,70,17289
2023-05-17,PLT009,3114,0.9,4413,95.43,48,19402
2023-05-18,PLT009,1859,2.15,1703,97.22,92,19231
2023-05-19,PLT009,3356,2.49,3322,97.78,33,6743
2023-05-20,PLT009,3141,0.69,2859,90.37,80,8654
2023-05-21,PLT009,3182,0.69,4044,87.93,55,17218
2023-05-22,PLT009,2073,2.11,1941,91.21,62,15469
2023-05-23,PLT009,1715,1.16,2815,88.04,57,11889
2023-05-24,PLT009,1303,1.56,5537,84.81,18,5298
2023-05-25,PLT009,1792,1.58,2648,86.48,31,8690
2023-05-26,PLT009,967,0.87,2698,84.66,11,17408
2023-05-27,PLT009,987,0.3,4416,85.39,25,15442
2023-05-28,PLT009,3164,3.03,5385,81.87,14,15106
2023-05-29,PLT009,2948,2.59,5675,88.53,21,19507
2023-05-30,PLT009,2058,2.51,4359,84.71,61,7868
2023-05-31,PLT009,2620,2.05,4462,88.97,35,18719
2023-06-01,PLT009,2274,2.54,2867,95.84,24,17383
2023-06-02,PLT009,3087,3.29,4409,88.97,76,14456
2023-06-03,PLT009,3080,2.43,3716,99.09,82,15984
2023-06-04,PLT009,2543,1.15,4905,82.96,68,15072
2023-06-05,PLT009,1077,2.13,4559,97.01,48,15045
2023-06-06,PLT009,2281,1.72,3783,84.97,72,11600
2023-06-07,PLT009,3327,2.08,5994,98.68,34,15899
2023-06-08,PLT009,1807,1.96,2320,84.54,50,19860
2023-06-09,PLT009,3397,3.05,4560,94.94,37,11200
2023-06-10,PLT009,1485,2.39,4024,81.24,30,15020
2023-06-11,PLT009,3410,0.9,4132,92.6,70,4215
2023-06-12,PLT009,1889,0.5,4162,84.37,66,18251
2023-06-13,PLT009,2031,1.66,4325,93.4,20,10244
2023-06-14,PLT009,3069,0.35,5953,92.72,28,16757
2023-06-15,PLT009,2964,1.32,4629,98.47,84,4179
2023-06-16,PLT009,2119,1.48,5514,92.53,10,6686
2023-06-17,PLT009,3274,1.5,5988,88.16,41,19692
2023-06-18,PLT009,1217,3.43,3166,83.87,94,11655
2023-06-19,PLT009,2402,1.27,4900,93.15,86,9579
2023-06-20,PLT009,2934,1.15,5082,82.33,43,4376
2023-06-21,PLT009,2942,0.71,3700,96.57,26,14920
2023-06-22,PLT009,1402,1.94,2392,84.95,64,10960
2023-06-23,PLT009,2922,0.79,5450,90.48,28,12045
2023-06-24,PLT009,1018,2.27,2483,91.92,83,19494
2023-06-25,PLT009,1609,0.8,2082,87.25,51,5827
2023-06-26,PLT009,944,2.15,5615,93.28,68,11772
2023-06-27,PLT009,1213,2.94,4140,85.0,82,9852
2023-06-28,PLT009,1317,0.44,3473,80.69,84,11577
2023-06-29,PLT009,2001,1.64,4917,99.19,47,15418
2023-06-30,PLT009,1225,1.78,5614,86.4,40,6327
2023-07-01,PLT009,2339,2.83,3915,94.27,75,13694
2023-07-02,PLT009,2886,1.8,2388,90.15,78,17510
2023-07-03,PLT009,3462,2.12,3383,93.38,59,17136
2023-07-04,PLT009,3161,2.83,5322,82.22,39,12944
2023-07-05,PLT009,973,2.09,1646,90.38,44,11584
2023-07-06,PLT009,2502,1.45,3216,87.84,68,15361
2023-07-07,PLT009,1408,0.57,3977,89.04,26,12441
2023-07-08,PLT009,3279,2.64,2963,99.32,75,19249
2023-07-09,PLT009,1587,3.09,3745,82.73,89,11272
2023-07-10,PLT009,1556,3.4,2810,95.09,30,6820
2023-07-11,PLT009,2442,3.27,1868,86.61,61,8736
2023-07-12,PLT009,2192,2.85,2763,85.81,74,10470
2023-07-13,PLT009,2299,2.36,4349,85.42,23,13081
2023-07-14,PLT009,2452,2.8,4247,86.98,25,9601
2023-07-15,PLT009,1975,1.68,4065,87.14,64,8866
2023-07-16,PLT009,1224,2.2,3318,85.41,18,18115
2023-07-17,PLT009,1891,1.42,3387,93.35,17,16194
2023-07-18,PLT009,2893,1.35,5283,80.95,82,18258
2023-07-19,PLT009,1616,2.72,1559,86.65,43,10520
2023-07-20,PLT009,1176,1.75,2044,85.6,42,15915
2023-07-21,PLT009,3483,0.98,4564,95.03,16,15278
2023-07-22,PLT009,1051,0.95,2730,82.93,91,6743
2023-07-23,PLT009,1854,3.05,2058,98.81,30,8576
2023-07-24,PLT009,2406,2.47,3012,83.41,14,11183
2023-07-25,PLT009,1158,2.05,2169,87.4,80,13948
2023-07-26,PLT009,3271,1.58,1757,83.99,21,14814
2023-07-27,PLT009,1768,1.68,2570,85.73,68,13968
2023-07-28,PLT009,2091,0.48,2550,95.22,90,16772
2023-07-29,PLT009,1587,1.76,5538,89.53,67,19638
2023-07-30,PLT009,1209,2.85,5522,83.25,46,15596
2023-07-31,PLT009,2402,1.54,1644,80.93,92,19275
2023-08-01,PLT009,1372,1.53,4134,84.6,54,10400
2023-08-02,PLT009,3408,0.35,4069,98.91,89,19544
2023-08-03,PLT009,1713,1.77,2300,96.91,34,11755
2023-08-04,PLT009,1745,0.38,2985,88.8,36,14266
2023-08-05,PLT009,2064,2.13,5248,89.64,60,7096
2023-08-06,PLT009,1566,1.92,3929,97.99,51,12021
2023-08-07,PLT009,3209,2.99,4323,91.83,80,12190
2023-08-08,PLT009,2708,2.16,2172,97.62,51,5085
2023-08-09,PLT009,2343,1.33,5474,89.84,69,18305
2023-08-10,PLT009,2667,1.95,4989,84.0,81,7729
2023-08-11,PLT009,2164,2.54,5922,94.52,88,8328
2023-08-12,PLT009,1254,0.6,2914,90.53,67,5487
2023-08-13,PLT009,2772,2.29,4868,93.37,89,12540
2023-08-14,PLT009,2924,3.23,5394,83.14,81,11453
2023-08-15,PLT009,1079,1.26,5346,92.95,90,12605
2023-08-16,PLT009,965,2.31,3528,87.65,31,19955
2023-08-17,PLT009,1719,2.93,2694,86.64,67,17998
2023-08-18,PLT009,2271,1.94,3524,93.43,20,14645
2023-08-19,PLT009,1070,2.6,2857,91.84,15,15644
2023-08-20,PLT009,3421,1.3,4310,92.98,31,11337
2023-08-21,PLT009,3481,1.28,2068,99.31,87,17601
2023-08-22,PLT009,2290,2.44,3445,94.02,21,11102
2023-08-23,PLT009,2030,2.56,1846,92.82,36,14755
2023-08-24,PLT009,3386,3.3,1907,92.27,10,5009
2023-08-25,PLT009,1734,1.02,5728,87.97,73,8382
2023-08-26,PLT009,1126,1.8,5253,96.78,83,18642
2023-08-27,PLT009,1341,1.1,2113,87.62,89,10705
2023-08-28,PLT009,3343,0.56,1605,94.0,48,12973
2023-08-29,PLT009,1627,1.59,3718,85.86,69,7079
2023-08-30,PLT009,2504,1.5,5299,82.96,79,8452
2023-08-31,PLT009,3031,1.17,5857,82.6,63,14820
2023-09-01,PLT009,1936,1.25,5413,92.69,34,16167
2023-09-02,PLT009,2732,1.45,1993,86.56,29,6186
2023-09-03,PLT009,2748,3.46,5368,85.5,45,9630
2023-09-04,PLT009,1392,2.81,5885,91.84,32,15511
2023-09-05,PLT009,2448,0.53,4834,80.51,89,17852
2023-09-06,PLT009,2043,3.09,5420,84.92,10,13398
2023-09-07,PLT009,1869,2.33,3368,86.81,36,15988
2023-09-08,PLT009,3300,3.15,2938,94.17,61,8518
2023-09-09,PLT009,2987,1.39,2852,90.9,11,16684
2023-09-10,PLT009,1539,1.79,1544,97.12,30,19167
2023-09-11,PLT009,1072,3.17,3880,86.69,18,4304
2023-09-12,PLT009,2470,1.17,1699,85.93,57,9138
2023-09-13,PLT009,1158,3.23,5924,80.66,48,7454
2023-09-14,PLT009,1416,2.95,3787,99.03,51,10082
2023-09-15,PLT009,1422,3.44,4130,90.03,80,14465
2023-09-16,PLT009,2817,1.34,4268,90.05,54,9349
2023-09-17,PLT009,3064,1.05,3907,98.47,11,4850
2023-09-18,PLT009,3131,1.36,5291,85.8,85,9727
2023-09-19,PLT009,2829,3.35,4793,86.64,86,12686
2023-09-20,PLT009,2039,1.37,4346,93.13,76,7555
2023-09-21,PLT009,3109,2.11,4811,95.7,52,6674
2023-09-22,PLT009,3490,1.59,4051,93.99,27,7430
2023-09-23,PLT009,1738,1.57,2937,95.77,48,11540
2023-09-24,PLT009,1989,0.92,1626,91.5,15,7149
2023-09-25,PLT009,1993,2.02,3120,97.26,51,18662
2023-09-26,PLT009,3394,3.02,4819,91.0,61,7347
2023-09-27,PLT009,3363,0.46,1981,84.59,36,19711
2023-09-28,PLT009,3479,3.15,5878,90.83,88,7949
2023-09-29,PLT009,3388,2.43,3621,94.26,24,17493
2023-09-30,PLT009,2869,2.27,4635,93.07,28,4504
2023-10-01,PLT009,3411,2.3,4320,84.86,71,16894
2023-10-02,PLT009,3343,1.25,3871,80.82,73,11765
2023-10-03,PLT009,2474,1.63,1738,85.05,60,17700
2023-10-04,PLT009,2480,2.86,2920,99.68,56,6654
2023-10-05,PLT009,3342,1.28,1840,83.69,66,7406
2023-10-06,PLT009,3273,1.8,4850,89.29,29,19339
2023-10-07,PLT009,2014,0.36,4493,92.77,29,7517
2023-10-08,PLT009,1649,2.65,2986,97.59,91,18844
2023-10-09,PLT009,1993,1.64,5575,95.21,73,14896
2023-10-10,PLT009,2089,1.98,2232,98.18,47,19607
2023-10-11,PLT009,3161,0.67,4978,92.09,47,15956
2023-10-12,PLT009,2775,3.47,1661,97.31,74,9412
2023-10-13,PLT009,2687,1.27,3995,85.28,85,18866
2023-10-14,PLT009,3316,2.33,1631,88.61,14,9257
2023-10-15,PLT009,2507,2.16,3357,96.88,73,5579
2023-10-16,PLT009,948,2.81,2742,86.51,36,13953
2023-10-17,PLT009,1975,1.24,4988,97.42,29,17656
2023-10-18,PLT009,2212,2.72,2171,87.26,69,16324
2023-10-19,PLT009,2549,1.52,2004,87.27,49,4313
2023-10-20,PLT009,3080,1.62,3656,86.18,92,8315
2023-10-21,PLT009,2089,2.45,2761,90.94,88,6687
2023-10-22,PLT009,2297,2.81,1792,82.58,15,11310
2023-10-23,PLT009,3320,2.43,5150,80.73,82,9523
2023-10-24,PLT009,2728,3.18,5782,97.95,45,13910
2023-10-25,PLT009,1378,1.21,2559,98.58,83,18220
2023-10-26,PLT009,1731,3.18,3803,81.52,74,8499
2023-10-27,PLT009,2514,0.72,4295,90.99,20,15818
2023-10-28,PLT009,1581,2.41,2701,90.79,58,8574
2023-10-29,PLT009,2223,2.05,4813,87.45,93,10865
2023-10-30,PLT009,981,1.88,3588,91.38,37,19272
2023-10-31,PLT009,986,1.29,4928,89.16,31,11727
2023-11-01,PLT009,3172,1.91,3660,89.79,93,13015
2023-11-02,PLT009,2963,0.82,2218,95.11,56,8315
2023-11-03,PLT009,1721,1.48,3346,90.52,89,6414
2023-11-04,PLT009,1062,0.62,2377,86.47,75,9315
2023-11-05,PLT009,3461,2.13,4767,91.63,34,17271
2023-11-06,PLT009,3297,0.61,5997,92.82,76,8779
2023-11-07,PLT009,2832,0.81,1563,93.25,41,7820
2023-11-08,PLT009,2750,0.57,4199,92.37,26,19304
2023-11-09,PLT009,2760,1.52,4433,93.29,49,9806
2023-11-10,PLT009,2015,2.99,1872,86.2,93,5969
2023-11-11,PLT009,3128,3.2,5527,88.92,39,15295
2023-11-12,PLT009,2782,0.53,1805,93.37,68,15258
2023-11-13,PLT009,3440,2.33,4014,95.09,37,5759
2023-11-14,PLT009,1822,2.49,2431,88.68,56,7125
2023-11-15,PLT009,3075,2.01,3490,87.31,32,10566
2023-11-16,PLT009,2349,2.43,5156,94.32,92,16244
2023-11-17,PLT009,2482,1.05,2915,84.44,66,11865
2023-11-18,PLT009,1464,1.87,1861,80.19,10,17291
2023-11-19,PLT009,3497,1.55,4268,89.42,38,6281
2023-11-20,PLT009,3400,0.59,2215,83.47,59,17116
2023-11-21,PLT009,1370,2.3,3145,87.57,73,17030
2023-11-22,PLT009,1887,1.88,2042,85.82,90,9229
2023-11-23,PLT009,2834,1.18,3047,95.55,84,15226
2023-11-24,PLT009,1123,1.82,3741,86.63,46,19214
2023-11-25,PLT009,3101,2.78,2151,92.81,70,5123
2023-11-26,PLT009,1250,2.87,2550,93.48,16,9831
2023-11-27,PLT009,2828,2.38,3352,89.13,73,5234
2023-11-28,PLT009,1248,1.8,4501,81.62,27,10876
2023-11-29,PLT009,1081,2.14,4584,94.01,38,11570
2023-11-30,PLT009,1536,1.53,3596,81.5,69,9956
2023-12-01,PLT009,1917,0.7,2302,81.98,63,19509
2023-12-02,PLT009,3126,1.53,4154,83.92,81,4674
2023-12-03,PLT009,1671,2.0,3180,85.61,30,9513
2023-12-04,PLT009,1915,2.22,3107,96.93,30,14894
2023-12-05,PLT009,3011,3.29,5022,93.5,67,6305
2023-12-06,PLT009,928,2.79,3557,87.74,58,5268
2023-12-07,PLT009,3319,0.79,4221,99.57,45,9097
2023-12-08,PLT009,3044,0.86,4063,84.87,26,7221
2023-12-09,PLT009,2793,0.62,5112,92.2,89,8719
2023-12-10,PLT009,2365,2.66,1702,96.94,62,8194
2023-12-11,PLT009,2126,2.56,2441,96.04,24,17414
2023-12-12,PLT009,2968,3.46,2088,81.81,88,15986
2023-12-13,PLT009,2025,1.97,2070,93.95,49,16270
2023-12-14,PLT009,965,2.94,4504,85.16,90,14251
2023-12-15,PLT009,2034,2.14,1695,87.11,60,18204
2023-12-16,PLT009,1237,3.1,2845,89.78,74,5249
2023-12-17,PLT009,3070,2.61,1917,95.82,22,8029
2023-12-18,PLT009,2628,2.36,3142,83.32,47,6860
2023-12-19,PLT009,1346,2.11,2865,82.17,83,7513
2023-12-20,PLT009,1180,2.61,1508,83.07,35,7219
2023-12-21,PLT009,1495,1.64,2031,84.36,85,12370
2023-12-22,PLT009,2886,0.61,5744,81.19,92,19366
2023-12-23,PLT009,1974,0.43,3052,98.53,24,6199
2023-12-24,PLT009,1109,1.83,2535,86.38,14,8930
2023-12-25,PLT009,1025,2.22,3117,83.54,11,8677
2023-12-26,PLT009,1391,0.55,5216,92.76,87,9472
2023-12-27,PLT009,1869,1.22,2576,95.74,74,10708
2023-12-28,PLT009,1480,1.33,5801,95.06,86,11841
2023-12-29,PLT009,3205,2.1,5515,94.37,69,17728
2023-12-30,PLT009,2111,1.19,4462,81.01,65,17916
2023-12-31,PLT009,1129,0.61,2412,95.64,87,11830
2024-01-01,PLT009,1088,0.83,5649,90.04,47,17881
2024-01-02,PLT009,2957,0.86,5570,92.98,66,16483
2024-01-03,PLT009,1401,3.0,5061,99.13,60,18660
2024-01-04,PLT009,3032,1.21,1843,96.21,50,6529
2024-01-05,PLT009,948,2.59,2692,96.51,88,14447
2024-01-06,PLT009,1588,2.12,3432,83.63,79,13127
2024-01-07,PLT009,1286,3.43,2202,89.53,92,11470
2024-01-08,PLT009,1869,1.17,3398,98.99,61,17610
2024-01-09,PLT009,1905,0.81,5093,91.65,10,13148
2024-01-10,PLT009,3165,0.47,1698,82.05,94,6473
2024-01-11,PLT009,2624,1.07,4732,94.64,27,5085
2024-01-12,PLT009,2904,2.49,4322,80.86,36,11362
2024-01-13,PLT009,3202,0.57,5984,94.85,81,8662
2024-01-14,PLT009,3183,1.08,1973,97.6,85,7434
2024-01-15,PLT009,2507,3.04,3154,88.51,51,11728
2024-01-16,PLT009,2689,2.17,2091,88.27,15,6665
2024-01-17,PLT009,1170,0.52,3348,86.08,89,15184
2024-01-18,PLT009,1022,0.45,4541,97.54,92,13293
2024-01-19,PLT009,2180,0.5,1667,90.96,91,17174
2024-01-20,PLT009,2344,3.31,5879,91.59,33,15168
2024-01-21,PLT009,1158,3.02,4770,93.23,54,12475
2024-01-22,PLT009,1847,3.0,5507,86.0,93,17368
2024-01-23,PLT009,2994,3.26,5510,88.66,80,19016
2024-01-24,PLT009,1762,1.92,5348,94.83,16,8471
2024-01-25,PLT009,1424,1.09,3681,99.71,25,10519
2024-01-26,PLT009,1787,1.58,3154,80.69,67,15982
2024-01-27,PLT009,1107,2.6,5717,80.85,66,15011
2024-01-28,PLT009,1048,3.1,2332,88.56,51,4787
2024-01-29,PLT009,1337,1.69,2521,93.19,23,16660
2024-01-30,PLT009,3102,2.01,3493,87.73,65,13048
2024-01-31,PLT009,2621,3.28,4992,99.99,21,13890
2024-02-01,PLT009,1257,0.64,2394,83.91,24,18579
2024-02-02,PLT009,2140,3.06,3015,80.16,17,10905
2024-02-03,PLT009,2830,0.81,5170,83.8,67,11988
2024-02-04,PLT009,1355,1.85,1788,97.74,62,11206
2024-02-05,PLT009,2532,1.0,2576,82.9,18,19668
2024-02-06,PLT009,1528,2.23,2871,89.58,55,14872
2024-02-07,PLT009,1385,2.09,2574,88.39,16,6133
2024-02-08,PLT009,3480,1.52,4459,93.31,53,16386
2024-02-09,PLT009,1099,3.06,1539,81.09,23,6421
2024-02-10,PLT009,1270,2.41,5774,93.18,84,14997
2024-02-11,PLT009,1913,2.61,5122,87.1,15,17806
2024-02-12,PLT009,2882,0.78,1682,98.52,44,7931
2024-02-13,PLT009,2371,3.13,3259,96.98,79,10025
2024-02-14,PLT009,1147,0.83,3269,87.99,70,9327
2024-02-15,PLT009,1687,1.01,1996,99.86,33,12816
2024-02-16,PLT009,3211,0.71,2096,81.04,82,11126
2024-02-17,PLT009,2978,1.71,4008,95.77,11,16370
2024-02-18,PLT009,2421,3.14,5326,88.68,87,13792
2024-02-19,PLT009,2172,1.11,2184,88.67,60,12192
2024-02-20,PLT009,1504,1.5,1818,83.4,40,18772
2024-02-21,PLT009,2589,3.01,5126,90.3,36,16973
2024-02-22,PLT009,2317,2.28,2935,81.69,40,16537
2024-02-23,PLT009,2720,2.71,3903,92.33,79,8505
2024-02-24,PLT009,1401,0.98,4164,84.83,52,10881
2024-02-25,PLT009,1448,2.59,5824,94.5,91,13601
2024-02-26,PLT009,2265,1.03,2228,92.15,61,16059
2024-02-27,PLT009,1738,3.46,2787,94.93,23,17395
2024-02-28,PLT009,2330,2.09,5501,94.99,68,16777
2024-02-29,PLT009,2348,2.53,2060,83.93,29,18574
2024-03-01,PLT009,1747,0.68,2875,80.01,61,15162
2024-03-02,PLT009,1513,1.1,2965,87.32,84,14779
2024-03-03,PLT009,1311,0.75,4006,98.38,49,10523
2024-03-04,PLT009,3379,1.55,5386,91.56,77,4798
2024-03-05,PLT009,1577,1.21,1524,94.55,53,13134
2024-03-06,PLT009,1058,2.65,2654,97.59,15,7462
2024-03-07,PLT009,2961,0.65,5965,98.12,66,11495
2024-03-08,PLT009,1272,2.71,2959,90.58,67,17791
2024-03-09,PLT009,3172,0.45,2720,90.82,81,18282
2024-03-10,PLT009,1996,0.95,3656,97.02,39,5327
2024-03-11,PLT009,3458,2.83,4791,96.15,61,11449
2024-03-12,PLT009,1502,2.68,2219,93.98,20,12886
2024-03-13,PLT009,1115,1.82,2605,92.09,56,15608
2024-03-14,PLT009,2896,0.46,5269,92.34,14,16422
2024-03-15,PLT009,2464,2.25,3979,87.26,12,17779
2024-03-16,PLT009,2740,1.6,3420,96.82,24,18696
2024-03-17,PLT009,2862,1.31,4579,92.36,11,18904
2024-03-18,PLT009,1626,2.35,4669,84.47,11,19474
2024-03-19,PLT009,2144,1.7,4672,84.8,81,4185
2024-03-20,PLT009,1965,0.6,4830,97.23,63,12669
2024-03-21,PLT009,1575,3.23,5951,92.51,55,11031
2024-03-22,PLT009,1182,2.79,3558,87.97,50,16288
2024-03-23,PLT009,1981,0.48,4821,83.74,78,15089
2024-03-24,PLT009,3484,1.98,3370,92.2,39,15207
2024-03-25,PLT009,2808,0.57,5121,83.69,53,10684
2024-03-26,PLT009,2052,2.98,2645,89.4,19,16007
2024-03-27,PLT009,1847,2.26,5491,93.55,92,13877
2024-03-28,PLT009,1564,0.85,4873,91.31,39,13183
2024-03-29,PLT009,2617,0.37,1624,98.44,84,11591
2024-03-30,PLT009,2048,0.4,1811,80.79,58,6749
2024-03-31,PLT009,966,1.92,2274,85.6,44,16557
2024-04-01,PLT009,2953,2.65,4420,81.14,74,6945
2024-04-02,PLT009,1536,0.69,3331,83.89,26,10562
2024-04-03,PLT009,1213,1.01,2193,82.48,40,7398
2024-04-04,PLT009,1464,1.35,2876,94.65,79,12386
2024-04-05,PLT009,2501,1.0,2489,87.39,86,12060
2024-04-06,PLT009,1725,1.55,4346,98.5,61,14494
2024-04-07,PLT009,3453,2.09,3252,80.47,35,4078
2024-04-08,PLT009,2005,2.49,4459,93.06,14,16138
2024-04-09,PLT009,1925,3.38,3953,99.41,23,5121
2024-04-10,PLT009,3151,3.28,4543,83.52,60,7221
2024-04-11,PLT009,1561,2.12,3216,88.85,24,12977
2024-04-12,PLT009,1704,2.65,3126,94.04,21,6861
2024-04-13,PLT009,3351,3.34,4588,92.66,55,12638
2024-04-14,PLT009,1435,0.57,4831,91.32,73,8218
2024-04-15,PLT009,2291,0.32,5528,86.54,81,9729
2024-04-16,PLT009,2135,0.4,2389,94.56,68,6723
2024-04-17,PLT009,2820,2.1,2878,93.07,35,13773
